"Jurisdiction","Precinct","Race","Candidate","Votes"
"Washoe","GER-WADS 9408 (MP)","District Court Judge, District 2, Department  7","WALKER, EGAN K.","*"
"Washoe","GER-WADS 9557 (MP)","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","*"
"Washoe","GER-WADS 9557 (MP)","U.S. Representative in Congress, District 2","Amodei, Mark E.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","*"
"Washoe","GER-WADS 9557 (MP)","President and Vice President of the United States","BIDEN, JOSEPH R.","*"
"Washoe","GER-WADS 9557 (MP)","President and Vice President of the United States","BLANKENSHIP, DON","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","*"
"Washoe","GER-WADS 9557 (MP)","Court of Appeals Judge, Department 3","Bulla, Bonnie","*"
"Washoe","GER-WADS 9557 (MP)","Court of Appeals Judge, Department 3","BUSH, SUSAN","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department  9","Freeman, Scott N.","*"
"Washoe","GER-WADS 9557 (MP)","Supreme Court Justice, Seat D","FUMO, Ozzie","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department  2","Grossman, Dixie","*"
"Washoe","GER-WADS 9557 (MP)","State Assembly, District 32","Hansen, Alexis M.","*"
"Washoe","GER-WADS 9557 (MP)","U.S. Representative in Congress, District 2","HANSEN, JANINE","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 15","HARDY, DAVID A.","*"
"Washoe","GER-WADS 9557 (MP)","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","*"
"Washoe","GER-WADS 9557 (MP)","President and Vice President of the United States","JORGENSEN, JO","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","*"
"Washoe","GER-WADS 9557 (MP)","President and Vice President of the United States","None Of These Candidates","*"
"Washoe","GER-WADS 9557 (MP)","Supreme Court Justice, Seat B","None Of These Candidates","*"
"Washoe","GER-WADS 9557 (MP)","Supreme Court Justice, Seat D","None Of These Candidates","*"
"Washoe","GER-WADS 9557 (MP)","Court of Appeals Judge, Department 3","None Of These Candidates","*"
"Washoe","GER-WADS 9557 (MP)","Supreme Court Justice, Seat B","Pickering, Kristina","*"
"Washoe","GER-WADS 9557 (MP)","State Assembly, District 32","POVILAITIS, PAULA","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","*"
"Washoe","GER-WADS 9557 (MP)","President and Vice President of the United States","TRUMP, DONALD J.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","*"
"Washoe","GER-WADS 9557 (MP)","District Court Judge, District 2, Department  7","WALKER, EGAN K.","*"
"Washoe","INCLINE VILLAGE 8104","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","265"
"Washoe","INCLINE VILLAGE 8104","State Assembly, District 26","ALM, VANCE","240"
"Washoe","INCLINE VILLAGE 8104","U.S. Representative in Congress, District 2","Amodei, Mark E.","304"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","357"
"Washoe","INCLINE VILLAGE 8104","COUNTY COMMISSION, DISTRICT 1","BERKBIGLER, MARSHA","306"
"Washoe","INCLINE VILLAGE 8104","President and Vice President of the United States","BIDEN, JOSEPH R.","307"
"Washoe","INCLINE VILLAGE 8104","President and Vice President of the United States","BLANKENSHIP, DON","0"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","350"
"Washoe","INCLINE VILLAGE 8104","Court of Appeals Judge, Department 3","Bulla, Bonnie","192"
"Washoe","INCLINE VILLAGE 8104","Court of Appeals Judge, Department 3","BUSH, SUSAN","163"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","119"
"Washoe","INCLINE VILLAGE 8104","SCHOOL BOARD TRUSTEE, DISTRICT A","CHURCH, JEFF","254"
"Washoe","INCLINE VILLAGE 8104","Incline Village General Improvement District","Dent, Matthew","257"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","223"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","365"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department  9","Freeman, Scott N.","363"
"Washoe","INCLINE VILLAGE 8104","Supreme Court Justice, Seat D","FUMO, Ozzie","161"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department  2","Grossman, Dixie","344"
"Washoe","INCLINE VILLAGE 8104","U.S. Representative in Congress, District 2","HANSEN, JANINE","13"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 15","HARDY, DAVID A.","330"
"Washoe","INCLINE VILLAGE 8104","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","242"
"Washoe","INCLINE VILLAGE 8104","COUNTY COMMISSION, DISTRICT 1","HILL, ALEXIS","265"
"Washoe","INCLINE VILLAGE 8104","Incline Village General Improvement District","JOHNSON, BLANE","184"
"Washoe","INCLINE VILLAGE 8104","President and Vice President of the United States","JORGENSEN, JO","7"
"Washoe","INCLINE VILLAGE 8104","SCHOOL BOARD TRUSTEE, DISTRICT A","KELLEY, SCOTT","169"
"Washoe","INCLINE VILLAGE 8104","Incline Village General Improvement District","Knaak, Yolanda","146"
"Washoe","INCLINE VILLAGE 8104","State Assembly, District 26","Krasner, Lisa","329"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","338"
"Washoe","INCLINE VILLAGE 8104","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","196"
"Washoe","INCLINE VILLAGE 8104","Supreme Court Justice, Seat D","None Of These Candidates","77"
"Washoe","INCLINE VILLAGE 8104","President and Vice President of the United States","None Of These Candidates","8"
"Washoe","INCLINE VILLAGE 8104","Supreme Court Justice, Seat B","None Of These Candidates","69"
"Washoe","INCLINE VILLAGE 8104","Court of Appeals Judge, Department 3","None Of These Candidates","94"
"Washoe","INCLINE VILLAGE 8104","Supreme Court Justice, Seat B","Pickering, Kristina","370"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","345"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","290"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","239"
"Washoe","INCLINE VILLAGE 8104","Incline Village General Improvement District","Schmitz, Sara","291"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","329"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","196"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","199"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","362"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","338"
"Washoe","INCLINE VILLAGE 8104","Incline Village General Improvement District","TONKING, MICHAELA","237"
"Washoe","INCLINE VILLAGE 8104","President and Vice President of the United States","TRUMP, DONALD J.","281"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","318"
"Washoe","INCLINE VILLAGE 8104","District Court Judge, District 2, Department  7","WALKER, EGAN K.","358"
"Washoe","INCLINE VILLAGE 8104","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","200"
"Washoe","INCLINE VILLAGE 8104","Incline Village General Improvement District","WRIGHT, FRANK L.","130"
"Washoe","INCLINE VILLAGE 8105","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","347"
"Washoe","INCLINE VILLAGE 8105","State Assembly, District 26","ALM, VANCE","316"
"Washoe","INCLINE VILLAGE 8105","U.S. Representative in Congress, District 2","Amodei, Mark E.","355"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","432"
"Washoe","INCLINE VILLAGE 8105","COUNTY COMMISSION, DISTRICT 1","BERKBIGLER, MARSHA","359"
"Washoe","INCLINE VILLAGE 8105","President and Vice President of the United States","BIDEN, JOSEPH R.","376"
"Washoe","INCLINE VILLAGE 8105","President and Vice President of the United States","BLANKENSHIP, DON","0"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","426"
"Washoe","INCLINE VILLAGE 8105","Court of Appeals Judge, Department 3","Bulla, Bonnie","232"
"Washoe","INCLINE VILLAGE 8105","Court of Appeals Judge, Department 3","BUSH, SUSAN","198"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","170"
"Washoe","INCLINE VILLAGE 8105","SCHOOL BOARD TRUSTEE, DISTRICT A","CHURCH, JEFF","278"
"Washoe","INCLINE VILLAGE 8105","Incline Village General Improvement District","Dent, Matthew","313"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","296"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","454"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department  9","Freeman, Scott N.","446"
"Washoe","INCLINE VILLAGE 8105","Supreme Court Justice, Seat D","FUMO, Ozzie","251"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department  2","Grossman, Dixie","422"
"Washoe","INCLINE VILLAGE 8105","U.S. Representative in Congress, District 2","HANSEN, JANINE","11"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 15","HARDY, DAVID A.","396"
"Washoe","INCLINE VILLAGE 8105","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","262"
"Washoe","INCLINE VILLAGE 8105","COUNTY COMMISSION, DISTRICT 1","HILL, ALEXIS","336"
"Washoe","INCLINE VILLAGE 8105","Incline Village General Improvement District","JOHNSON, BLANE","210"
"Washoe","INCLINE VILLAGE 8105","President and Vice President of the United States","JORGENSEN, JO","11"
"Washoe","INCLINE VILLAGE 8105","SCHOOL BOARD TRUSTEE, DISTRICT A","KELLEY, SCOTT","253"
"Washoe","INCLINE VILLAGE 8105","Incline Village General Improvement District","Knaak, Yolanda","160"
"Washoe","INCLINE VILLAGE 8105","State Assembly, District 26","Krasner, Lisa","383"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","414"
"Washoe","INCLINE VILLAGE 8105","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","272"
"Washoe","INCLINE VILLAGE 8105","Supreme Court Justice, Seat B","None Of These Candidates","107"
"Washoe","INCLINE VILLAGE 8105","Supreme Court Justice, Seat D","None Of These Candidates","100"
"Washoe","INCLINE VILLAGE 8105","Court of Appeals Judge, Department 3","None Of These Candidates","148"
"Washoe","INCLINE VILLAGE 8105","President and Vice President of the United States","None Of These Candidates","12"
"Washoe","INCLINE VILLAGE 8105","Supreme Court Justice, Seat B","Pickering, Kristina","466"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","422"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","341"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","289"
"Washoe","INCLINE VILLAGE 8105","Incline Village General Improvement District","Schmitz, Sara","327"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","402"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","234"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","256"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","442"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","412"
"Washoe","INCLINE VILLAGE 8105","Incline Village General Improvement District","TONKING, MICHAELA","331"
"Washoe","INCLINE VILLAGE 8105","President and Vice President of the United States","TRUMP, DONALD J.","333"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","398"
"Washoe","INCLINE VILLAGE 8105","District Court Judge, District 2, Department  7","WALKER, EGAN K.","436"
"Washoe","INCLINE VILLAGE 8105","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","211"
"Washoe","INCLINE VILLAGE 8105","Incline Village General Improvement District","WRIGHT, FRANK L.","149"
"Washoe","INCLINE VILLAGE 8106","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","396"
"Washoe","INCLINE VILLAGE 8106","State Assembly, District 26","ALM, VANCE","376"
"Washoe","INCLINE VILLAGE 8106","U.S. Representative in Congress, District 2","Amodei, Mark E.","438"
"Washoe","INCLINE VILLAGE 8106","University Board of Regents, District 10","ARRASCADA, JOSEPH","262"
"Washoe","INCLINE VILLAGE 8106","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","528"
"Washoe","INCLINE VILLAGE 8106","COUNTY COMMISSION, DISTRICT 1","BERKBIGLER, MARSHA","417"
"Washoe","INCLINE VILLAGE 8106","President and Vice President of the United States","BIDEN, JOSEPH R.","446"
"Washoe","INCLINE VILLAGE 8106","President and Vice President of the United States","BLANKENSHIP, DON","3"
"Washoe","INCLINE VILLAGE 8106","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","539"
"Washoe","INCLINE VILLAGE 8106","Court of Appeals Judge, Department 3","Bulla, Bonnie","291"
"Washoe","INCLINE VILLAGE 8106","Court of Appeals Judge, Department 3","BUSH, SUSAN","239"
"Washoe","INCLINE VILLAGE 8106","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","171"
"Washoe","INCLINE VILLAGE 8106","SCHOOL BOARD TRUSTEE, DISTRICT A","CHURCH, JEFF","367"
"Washoe","INCLINE VILLAGE 8106","Incline Village General Improvement District","Dent, Matthew","423"
"Washoe","INCLINE VILLAGE 8106","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","347"
"Washoe","INCLINE VILLAGE 8106","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","564"
"Washoe","INCLINE VILLAGE 8106","District Court Judge, District 2, Department  9","Freeman, Scott N.","550"
"Washoe","INCLINE VILLAGE 8106","Supreme Court Justice, Seat D","FUMO, Ozzie","282"
"Washoe","INCLINE VILLAGE 8106","District Court Judge, District 2, Department  2","Grossman, Dixie","525"
"Washoe","INCLINE VILLAGE 8106","U.S. Representative in Congress, District 2","HANSEN, JANINE","10"
"Washoe","INCLINE VILLAGE 8106","District Court Judge, District 2, Department 15","HARDY, DAVID A.","500"
"Washoe","INCLINE VILLAGE 8106","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","367"
"Washoe","INCLINE VILLAGE 8106","COUNTY COMMISSION, DISTRICT 1","HILL, ALEXIS","419"
"Washoe","INCLINE VILLAGE 8106","Incline Village General Improvement District","JOHNSON, BLANE","306"
"Washoe","INCLINE VILLAGE 8106","President and Vice President of the United States","JORGENSEN, JO","13"
"Washoe","INCLINE VILLAGE 8106","SCHOOL BOARD TRUSTEE, DISTRICT A","KELLEY, SCOTT","260"
